genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_0019TEU	A.D.4.NmC1	A.D.4.NmC1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019TEU
PP_0019TGQ	A.D.4.NmC1	A.D.4.NmC1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019TGQ
PP_0019TMD	A.D.4.NmC1	A.D.4.NmC1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019TMD
PP_0019U2H	A.D.4.NmC1	A.D.4.NmC1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019U2H
PP_0019U69	A.D.4.NmC1	A.D.4.NmC1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019U69
PP_0019VQ5	A.D.4.NmC1	A.D.4.NmC1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019VQ5
PP_0019Y2D	A.D.4.NmC1	A.D.4 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019Y2D
PP_0019YP4	A.D.4.NmC1	A.D.2.2.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019YP4
PP_0019YUU	A.D.4.NmC1	A.D.4.NmC1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019YUU
PP_0019YZJ	A.D.4.NmC1	A.D.4.NmC1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019YZJ
PP_0019Z2C	A.D.4.NmC1	A.D.4.NmC1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_0019Z2C
PP_001A2FF	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A2FF
PP_001A2GD	A.D.4.NmC1	A.D.4.NmC3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A2GD
PP_001A2HA	A.D.4.NmC1	A.D.4.NmC3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A2HA
PP_001A4GB	A.D.4.NmC1	A.D.4.NmC1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A4GB
PP_001A631	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A631
PP_001A66V	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A66V
PP_001A68R	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A68R
PP_001A69P	A.D.4.NmC1	A.D.2.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A69P
PP_001A6BK	A.D.4.NmC1	A.D.2.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6BK
PP_001A6CH	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6CH
PP_001A6ED	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6ED
PP_001A6G9	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6G9
PP_001A6K2	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6K2
PP_001A6L0	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6L0
PP_001A6MY	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6MY
PP_001A6NW	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6NW
PP_001A6RQ	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6RQ
PP_001A6TL	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6TL
PP_001A6UJ	A.D.4.NmC1	A.D.2.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A6UJ
PP_001A8LY	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001A8LY
PP_001AADB	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AADB
PP_001AAE9	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAE9
PP_001AAG5	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAG5
PP_001AAJ0	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAJ0
PP_001AAKY	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAKY
PP_001AALW	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AALW
PP_001AAMU	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAMU
PP_001AANS	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AANS
PP_001AAPQ	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAPQ
PP_001AATG	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AATG
PP_001AAUE	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAUE
PP_001AAVC	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAVC
PP_001AAWA	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAWA
PP_001AAX8	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AAX8
PP_001AB02	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB02
PP_001AB10	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB10
PP_001AB2Y	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB2Y
PP_001AB3W	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB3W
PP_001AB4U	A.D.4.NmC1	A.2.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB4U
PP_001AB5S	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB5S
PP_001AB6Q	A.D.4.NmC1	A.D.2.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB6Q
PP_001AB7N	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB7N
PP_001AB9J	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AB9J
PP_001ABAG	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABAG
PP_001ABCC	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABCC
PP_001ABDA	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABDA
PP_001ABE8	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABE8
PP_001ABF6	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABF6
PP_001ABG4	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABG4
PP_001ABJZ	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABJZ
PP_001ABKX	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABKX
PP_001ABLV	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABLV
PP_001ABMT	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABMT
PP_001ABNR	A.D.4.NmC1	A.D.4.NmC1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001ABNR
PP_001AFHX	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AFHX
PP_001AFJV	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AFJV
PP_001AFLR	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AFLR
PP_001AFNM	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AFNM
PP_001AFRF	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AFRF
PP_001AG3R	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AG3R
PP_001AG5M	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AG5M
PP_001AG9D	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AG9D
PP_001AGC7	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AGC7
PP_001AGD5	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AGD5
PP_001AGKS	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AGKS
PP_001AGLQ	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AGLQ
PP_001AGNL	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AGNL
PP_001AGPJ	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AGPJ
PP_001AGRE	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AGRE
PP_001AH1U	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AH1U
PP_001AH2S	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AH2S
PP_001AZUR	A.D.4.NmC1	A.D.4.NmC1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001AZUR
PP_001B217	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001B217
PP_001CM3G	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CM3G
PP_001CM5C	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CM5C
PP_001CM6A	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CM6A
PP_001CM86	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CM86
PP_001CM94	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CM94
PP_001CMA2	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CMA2
PP_001CMB0	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CMB0
PP_001CN93	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CN93
PP_001CNA1	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNA1
PP_001CNBZ	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNBZ
PP_001CNCX	A.D.4.NmC1	A.D.4.NmC3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNCX
PP_001CNET	A.D.4.NmC1	A.D.4.NmC3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNET
PP_001CNFR	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNFR
PP_001CNGP	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNGP
PP_001CNHL	A.D.4.NmC1	A.D.2.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNHL
PP_001CNJJ	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNJJ
PP_001CNKG	A.D.4.NmC1	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNKG
PP_001CNLE	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNLE
PP_001CNMC	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNMC
PP_001CNNA	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNNA
PP_001CNP8	A.D.4.NmC1	A.D.4.NmC3 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNP8
PP_001CNQ6	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNQ6
PP_001CNR4	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNR4
PP_001CNT0	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNT0
PP_001CNUY	A.D.4.NmC1	A.D.2.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNUY
PP_001CNVW	A.D.4.NmC1	A.D.2.2.1 + A.3.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNVW
PP_001CNWU	A.D.4.NmC1	A.D.2.2.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNWU
PP_001CNXS	A.D.4.NmC1	A.D.4.NmC3 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CNXS
PP_001CZL3	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZL3
PP_001CZM1	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZM1
PP_001CZNZ	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZNZ
PP_001CZPX	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZPX
PP_001CZQV	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZQV
PP_001CZRT	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZRT
PP_001CZSR	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZSR
PP_001CZTP	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZTP
PP_001CZUM	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZUM
PP_001CZVK	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZVK
PP_001CZWH	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZWH
PP_001CZXF	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZXF
PP_001CZYD	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZYD
PP_001CZZB	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001CZZB
PP_001D007	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D007
PP_001D015	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D015
PP_001D023	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D023
PP_001D031	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D031
PP_001D04Z	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D04Z
PP_001D05X	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D05X
PP_001D06V	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D06V
PP_001D07T	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D07T
PP_001D08R	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D08R
PP_001D09P	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D09P
PP_001D0AM	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D0AM
PP_001D0BK	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D0BK
PP_001D0CH	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D0CH
PP_001D0DF	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D0DF
PP_001D0ED	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D0ED
PP_001D0FB	A.D.4.NmC1	A.3.1.1 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_40_A.D.4.NmC1_PP_001D0FB
